session_id,user_id,model_id,model_name,day,cleaning_mode,cleaning_mode_encoded,cleaning_time_min,start_battery_pct,end_battery_pct,battery_drop_pct,consumption_rate,ambient_temp_c,soh,aborted,recent_avg_consumption_rate,last_session_time_min,last_battery_drop_pct,available_time_min
S06824,C-2_U5,C-2,장시간 분할형,181,저소음,0,26.2,100.0,41.9,58.1,2.219,29.4,0.9425,0,2.181,27.9,58.4,41.75
S06825,C-2_U5,C-2,장시간 분할형,183,저소음,0,22.1,99.8,49.1,50.7,2.294,27.5,0.9839,0,2.175,26.2,58.1,40.5
S06826,C-2_U5,C-2,장시간 분할형,184,저소음,0,20.5,99.8,51.5,48.2,2.354,26.4,0.9273,0,2.18,22.1,50.7,39.25
S06827,C-2_U5,C-2,장시간 분할형,185,저소음,0,17.4,99.9,59.3,40.6,2.336,26.6,0.9808,0,2.223,20.5,48.2,39.5
S06828,C-2_U5,C-2,장시간 분할형,186,저소음,0,21.8,99.9,48.9,51.0,2.34,29.0,0.9516,0,2.259,17.4,40.6,39.5
S06829,C-2_U5,C-2,장시간 분할형,187,저소음,0,10.1,100.0,77.0,23.0,2.272,22.6,0.9329,0,2.309,21.8,51.0,41.0
S06830,C-2_U5,C-2,장시간 분할형,188,저소음,0,25.4,99.3,40.6,58.8,2.313,25.4,0.9309,0,2.319,10.1,23.0,40.0
S06831,C-2_U5,C-2,장시간 분할형,189,저소음,0,34.2,99.9,18.5,81.4,2.379,30.8,0.9788,0,2.323,25.4,58.8,39.5
S06832,C-2_U5,C-2,장시간 분할형,190,저소음,0,24.0,100.0,44.3,55.7,2.321,26.4,0.9611,0,2.328,34.2,81.4,40.0
S06833,C-2_U5,C-2,장시간 분할형,191,저소음,0,29.7,100.0,32.0,68.0,2.288,28.1,0.9554,0,2.325,24.0,55.7,40.75
S06834,C-2_U5,C-2,장시간 분할형,192,저소음,0,22.6,99.9,47.0,52.8,2.338,25.7,0.9616,0,2.315,29.7,68.0,39.75
S06835,C-2_U5,C-2,장시간 분할형,193,저소음,0,17.7,99.9,58.7,41.2,2.329,30.9,0.971,0,2.328,22.6,52.8,39.5
S06836,C-2_U5,C-2,장시간 분할형,194,저소음,0,36.9,100.0,8.4,91.6,2.483,27.8,0.9718,0,2.331,17.7,41.2,38.25
S06837,C-2_U5,C-2,장시간 분할형,195,저소음,0,24.4,100.0,43.2,56.8,2.329,28.1,0.9641,0,2.352,36.9,91.6,40.0
S06838,C-2_U5,C-2,장시간 분할형,196,저소음,0,15.0,100.0,65.2,34.8,2.32,28.8,0.9494,0,2.353,24.4,56.8,39.75
S06839,C-2_U5,C-2,장시간 분할형,198,저소음,0,16.4,100.0,62.0,38.0,2.318,26.1,0.9376,0,2.36,15.0,34.8,40.0
S06840,C-2_U5,C-2,장시간 분할형,199,저소음,0,20.8,100.0,52.1,47.9,2.304,26.5,0.9494,0,2.356,16.4,38.0,40.25
S06841,C-2_U5,C-2,장시간 분할형,200,저소음,0,10.1,100.0,75.9,24.0,2.38,26.2,0.9287,0,2.351,20.8,47.9,39.25
S06842,C-2_U5,C-2,장시간 분할형,201,저소음,0,25.5,99.8,39.6,60.2,2.362,25.2,0.9421,0,2.33,10.1,24.0,39.25
S06843,C-2_U5,C-2,장시간 분할형,202,저소음,0,23.6,99.9,44.6,55.2,2.341,28.1,0.9631,0,2.337,25.5,60.2,39.75
S06844,C-2_U5,C-2,장시간 분할형,203,저소음,0,16.1,100.0,64.4,35.6,2.212,26.6,0.9661,0,2.341,23.6,55.2,42.0
S06845,C-2_U5,C-2,장시간 분할형,204,저소음,0,20.2,100.0,56.9,43.1,2.133,25.7,0.9536,0,2.32,16.1,35.6,43.25
S06846,C-2_U5,C-2,장시간 분할형,205,저소음,0,19.0,99.7,57.0,42.6,2.243,27.5,0.9509,0,2.286,20.2,43.1,41.25
S06847,C-2_U5,C-2,장시간 분할형,206,저소음,0,12.1,100.0,73.2,26.8,2.215,27.6,0.9414,0,2.258,19.0,42.6,41.75
S06848,C-2_U5,C-2,장시간 분할형,207,저소음,0,21.0,100.0,52.6,47.4,2.26,26.5,0.9467,0,2.229,12.1,26.8,41.0
S06849,C-2_U5,C-2,장시간 분할형,208,저소음,0,22.0,100.0,47.7,52.3,2.376,29.0,0.9348,0,2.213,21.0,47.4,39.0
S06850,C-2_U5,C-2,장시간 분할형,209,저소음,0,24.5,100.0,47.3,52.7,2.15,25.7,0.9447,0,2.245,22.0,52.3,43.0
S06851,C-2_U5,C-2,장시간 분할형,210,저소음,0,19.4,100.0,56.0,44.0,2.267,30.3,0.9285,0,2.249,24.5,52.7,40.75
S06852,C-2_U5,C-2,장시간 분할형,211,저소음,0,19.7,99.8,56.4,43.4,2.204,26.5,0.9916,0,2.254,19.4,44.0,42.0
S06853,C-2_U5,C-2,장시간 분할형,212,저소음,0,19.3,99.5,58.7,40.8,2.112,27.6,0.9335,0,2.251,19.7,43.4,43.75
S06854,C-2_U5,C-2,장시간 분할형,214,저소음,0,18.5,99.8,59.9,39.9,2.159,28.4,0.9623,0,2.222,19.3,40.8,43.0
S06855,C-2_U5,C-2,장시간 분할형,215,저소음,0,26.9,100.0,38.9,61.1,2.272,27.7,0.942,0,2.178,18.5,39.9,41.0
S06856,C-2_U5,C-2,장시간 분할형,216,저소음,0,24.8,99.4,44.9,54.5,2.199,25.9,0.9752,0,2.203,26.9,61.1,42.25
S06857,C-2_U5,C-2,장시간 분할형,217,저소음,0,39.5,99.7,7.8,91.9,2.327,27.3,0.93,0,2.189,24.8,54.5,40.75
S06858,C-2_U5,C-2,장시간 분할형,218,저소음,0,17.6,100.0,60.6,39.4,2.236,25.3,0.9259,0,2.214,39.5,91.9,41.5
S06859,C-2_U5,C-2,장시간 분할형,219,저소음,0,13.9,99.9,68.6,31.3,2.255,27.7,0.9382,0,2.239,17.6,39.4,41.25
S06860,C-2_U5,C-2,장시간 분할형,220,저소음,0,19.1,99.7,58.2,41.5,2.174,26.4,0.9528,0,2.258,13.9,31.3,42.5
S06861,C-2_U5,C-2,장시간 분할형,221,저소음,0,33.5,99.8,24.6,75.2,2.246,26.5,0.9528,0,2.238,19.1,41.5,41.75
S06862,C-2_U5,C-2,장시간 분할형,222,저소음,0,16.3,99.9,62.4,37.5,2.302,28.2,0.9412,0,2.248,33.5,75.2,40.25
S06863,C-2_U5,C-2,장시간 분할형,223,저소음,0,26.3,100.0,42.8,57.2,2.176,27.6,0.9644,0,2.243,16.3,37.5,42.75
S06864,C-2_U5,C-2,장시간 분할형,224,저소음,0,21.0,100.0,53.4,46.6,2.221,27.1,0.9311,0,2.231,26.3,57.2,41.75
S06865,C-2_U5,C-2,장시간 분할형,225,저소음,0,18.0,99.4,58.3,41.2,2.287,31.8,0.9322,0,2.224,21.0,46.6,40.5
S06866,C-2_U5,C-2,장시간 분할형,226,저소음,0,20.7,100.0,55.2,44.8,2.165,27.0,0.9731,0,2.246,18.0,41.2,42.75
S06867,C-2_U5,C-2,장시간 분할형,227,저소음,0,19.6,99.5,54.7,44.7,2.282,25.9,0.9384,0,2.23,20.7,44.8,40.5
S06868,C-2_U5,C-2,장시간 분할형,228,저소음,0,16.9,99.6,60.5,39.1,2.314,26.7,0.9363,0,2.226,19.6,44.7,39.75
S06869,C-2_U5,C-2,장시간 분할형,229,저소음,0,17.4,100.0,60.0,40.0,2.302,27.2,0.9445,0,2.254,16.9,39.1,40.25
S06870,C-2_U5,C-2,장시간 분할형,230,저소음,0,25.6,99.9,43.5,56.4,2.204,26.6,0.9698,0,2.27,17.4,40.0,42.25
S06871,C-2_U5,C-2,장시간 분할형,231,저소음,0,24.4,99.7,46.1,53.6,2.195,23.5,0.9479,0,2.253,25.6,56.4,42.25
S06872,C-2_U5,C-2,장시간 분할형,232,저소음,0,16.6,99.9,62.0,37.9,2.282,25.8,0.9222,0,2.259,24.4,53.6,40.75
S06873,C-2_U5,C-2,장시간 분할형,233,저소음,0,22.7,99.6,50.1,49.5,2.181,26.6,0.9533,0,2.259,16.6,37.9,42.5
S06874,C-2_U5,C-2,장시간 분할형,234,저소음,0,26.1,100.0,43.6,56.4,2.16,28.5,0.9264,0,2.233,22.7,49.5,43.0
S06875,C-2_U5,C-2,장시간 분할형,235,저소음,0,24.8,100.0,43.5,56.5,2.277,27.0,0.9354,0,2.204,26.1,56.4,40.75
S06876,C-2_U5,C-2,장시간 분할형,237,저소음,0,19.8,100.0,56.3,43.7,2.209,26.0,0.9261,0,2.219,24.8,56.5,42.0
S06877,C-2_U5,C-2,장시간 분할형,238,저소음,0,27.4,100.0,37.7,62.3,2.273,27.4,0.94,0,2.222,19.8,43.7,41.0
S06878,C-2_U5,C-2,장시간 분할형,239,저소음,0,20.6,100.0,51.4,48.6,2.359,25.7,0.946,0,2.22,27.4,62.3,39.25
S06879,C-2_U5,C-2,장시간 분할형,240,저소음,0,25.0,100.0,41.5,58.5,2.341,24.5,0.9521,0,2.256,20.6,48.6,39.75
S06880,C-2_U5,C-2,장시간 분할형,241,저소음,0,28.6,99.9,37.9,62.0,2.168,28.7,0.9502,0,2.292,25.0,58.5,43.0
S06881,C-2_U5,C-2,장시간 분할형,242,저소음,0,35.1,99.9,19.1,80.8,2.301,24.6,0.9316,0,2.27,28.6,62.0,41.0
S06882,C-2_U5,C-2,장시간 분할형,243,저소음,0,21.4,100.0,51.3,48.7,2.276,27.2,0.9441,0,2.288,35.1,80.8,40.5
S06883,C-2_U5,C-2,장시간 분할형,244,저소음,0,30.0,99.9,31.6,68.3,2.278,27.3,0.9441,0,2.289,21.4,48.7,41.0
S06884,C-2_U5,C-2,장시간 분할형,245,저소음,0,27.1,99.8,36.3,63.6,2.345,26.9,0.9522,0,2.273,30.0,68.3,39.75
S06885,C-2_U5,C-2,장시간 분할형,246,저소음,0,30.0,100.0,31.0,69.0,2.3,26.4,0.9353,0,2.274,27.1,63.6,40.5
S06886,C-2_U5,C-2,장시간 분할형,247,저소음,0,27.8,100.0,32.3,67.7,2.435,28.1,0.9266,0,2.3,30.0,69.0,38.25
S06887,C-2_U5,C-2,장시간 분할형,249,저소음,0,26.1,100.0,35.8,64.2,2.458,25.8,0.9431,0,2.327,27.8,67.7,38.0
S06888,C-2_U5,C-2,장시간 분할형,250,저소음,0,28.5,100.0,32.9,67.1,2.356,26.3,0.961,0,2.363,26.1,64.2,39.75
S06889,C-2_U5,C-2,장시간 분할형,251,저소음,0,16.8,99.9,59.7,40.2,2.393,24.5,0.9621,0,2.379,28.5,67.1,38.75
S06890,C-2_U5,C-2,장시간 분할형,252,저소음,0,24.6,99.6,39.7,59.9,2.433,24.4,0.9161,0,2.388,16.8,40.2,38.25
S06891,C-2_U5,C-2,장시간 분할형,253,저소음,0,19.4,100.0,55.4,44.6,2.301,24.9,0.9296,0,2.415,24.6,59.9,40.25
S06892,C-2_U5,C-2,장시간 분할형,254,저소음,0,24.1,99.6,42.0,57.6,2.39,23.7,0.922,0,2.388,19.4,44.6,39.0
S06893,C-2_U5,C-2,장시간 분할형,255,저소음,0,23.0,99.8,45.1,54.7,2.377,27.4,0.959,0,2.375,24.1,57.6,39.0
S06894,C-2_U5,C-2,장시간 분할형,256,저소음,0,26.8,100.0,35.7,64.3,2.398,23.0,0.9262,0,2.379,23.0,54.7,38.75
S06895,C-2_U5,C-2,장시간 분할형,257,저소음,0,18.8,99.7,55.9,43.7,2.326,24.6,0.9112,0,2.38,26.8,64.3,39.75
S06896,C-2_U5,C-2,장시간 분할형,258,저소음,0,15.2,100.0,63.6,36.4,2.397,24.9,0.9738,0,2.358,18.8,43.7,38.75
S06897,C-2_U5,C-2,장시간 분할형,259,저소음,0,27.7,100.0,32.1,67.9,2.451,24.5,0.9423,0,2.378,15.2,36.4,38.0
S06898,C-2_U5,C-2,장시간 분할형,260,저소음,0,22.6,100.0,48.9,51.1,2.262,25.1,0.9493,0,2.39,27.7,67.9,41.0
S06899,C-2_U5,C-2,장시간 분할형,261,저소음,0,25.8,99.5,39.2,60.3,2.338,25.8,0.9065,0,2.367,22.6,51.1,39.75
S06900,C-2_U5,C-2,장시간 분할형,262,저소음,0,13.6,100.0,68.7,31.3,2.301,26.0,0.9157,0,2.355,25.8,60.3,40.0
S06901,C-2_U5,C-2,장시간 분할형,263,저소음,0,23.1,100.0,46.7,53.3,2.306,25.2,0.9429,0,2.35,13.6,31.3,40.25
S06902,C-2_U5,C-2,장시간 분할형,265,저소음,0,30.0,99.6,27.9,71.7,2.389,24.6,0.9236,0,2.332,23.1,53.3,39.25
S06903,C-2_U5,C-2,장시간 분할형,266,저소음,0,18.1,99.9,56.4,43.5,2.401,19.9,0.9196,0,2.319,30.0,71.7,38.5
S06904,C-2_U5,C-2,장시간 분할형,267,저소음,0,24.1,100.0,41.6,58.4,2.425,23.5,0.9376,0,2.347,18.1,43.5,38.25
S06905,C-2_U5,C-2,장시간 분할형,268,저소음,0,17.4,100.0,61.3,38.7,2.224,22.4,0.9419,0,2.364,24.1,58.4,41.5
S06906,C-2_U5,C-2,장시간 분할형,269,저소음,0,17.2,100.0,61.9,38.1,2.214,24.3,0.9299,0,2.349,17.4,38.7,41.75
S06907,C-2_U5,C-2,장시간 분할형,270,저소음,0,39.0,100.0,5.7,94.3,2.417,20.8,0.9576,0,2.331,17.2,38.1,39.5
S06908,C-2_U5,C-2,장시간 분할형,271,저소음,0,18.2,100.0,58.5,41.5,2.279,21.1,0.9732,0,2.336,39.0,94.3,40.75
S06909,C-2_U5,C-2,장시간 분할형,272,저소음,0,26.2,100.0,40.5,59.5,2.273,24.1,0.948,0,2.312,18.2,41.5,41.0
S06910,C-2_U5,C-2,장시간 분할형,273,저소음,0,38.3,100.0,8.0,92.0,2.402,24.6,0.9529,0,2.281,26.2,59.5,39.5
S06911,C-2_U5,C-2,장시간 분할형,274,저소음,0,28.1,99.9,34.1,65.8,2.341,26.2,0.9455,0,2.317,38.3,92.0,39.75
S06912,C-2_U5,C-2,장시간 분할형,275,저소음,0,31.1,100.0,26.2,73.8,2.374,21.8,0.9527,0,2.342,28.1,65.8,39.5
S06913,C-2_U5,C-2,장시간 분할형,276,저소음,0,20.4,100.0,53.8,46.2,2.265,20.8,0.9502,0,2.334,31.1,73.8,41.0
S06914,C-2_U5,C-2,장시간 분할형,277,저소음,0,17.0,100.0,60.6,39.4,2.315,26.0,0.9261,0,2.331,20.4,46.2,40.0
S06915,C-2_U5,C-2,장시간 분할형,278,저소음,0,30.0,99.8,31.1,68.7,2.289,23.8,0.9302,0,2.339,17.0,39.4,40.75
S06916,C-2_U5,C-2,장시간 분할형,279,저소음,0,21.8,100.0,50.3,49.7,2.281,22.6,0.949,0,2.317,30.0,68.7,40.5
S06917,C-2_U5,C-2,장시간 분할형,280,저소음,0,14.7,100.0,65.3,34.7,2.363,22.7,0.9292,0,2.305,21.8,49.7,39.25
S06918,C-2_U5,C-2,장시간 분할형,281,저소음,0,19.3,100.0,56.6,43.4,2.249,23.6,0.9249,0,2.303,14.7,34.7,41.0
S06919,C-2_U5,C-2,장시간 분할형,282,저소음,0,25.1,100.0,43.3,56.7,2.258,25.4,0.9125,0,2.299,19.3,43.4,41.25
S06920,C-2_U5,C-2,장시간 분할형,283,저소음,0,38.7,100.0,9.8,90.2,2.332,20.1,0.9349,0,2.288,25.1,56.7,40.75
S06921,C-2_U5,C-2,장시간 분할형,284,저소음,0,19.6,99.9,53.2,46.7,2.383,21.6,0.9332,0,2.297,38.7,90.2,39.0
S06922,C-2_U5,C-2,장시간 분할형,285,저소음,0,15.9,99.6,62.0,37.6,2.364,23.3,0.9605,0,2.317,19.6,46.7,39.5
S06923,C-2_U5,C-2,장시간 분할형,286,저소음,0,39.1,99.7,5.4,94.3,2.412,22.1,0.9277,0,2.317,15.9,37.6,39.5
S06924,C-2_U5,C-2,장시간 분할형,287,저소음,0,18.2,99.7,57.8,41.8,2.297,22.3,0.942,0,2.35,39.1,94.3,40.25
S06925,C-2_U5,C-2,장시간 분할형,288,저소음,0,22.1,100.0,47.4,52.6,2.378,23.3,0.9271,0,2.358,18.2,41.8,39.0
S06926,C-2_U5,C-2,장시간 분할형,289,저소음,0,29.9,100.0,35.3,64.6,2.162,20.0,0.9326,0,2.367,22.1,52.6,43.0
S06927,C-2_U5,C-2,장시간 분할형,290,저소음,0,31.0,100.0,26.7,73.3,2.363,21.6,0.9381,0,2.323,29.9,64.6,39.75
S06928,C-2_U5,C-2,장시간 분할형,291,저소음,0,36.5,99.8,13.0,86.8,2.379,19.7,0.9418,0,2.322,31.0,73.3,39.75
S06929,C-2_U5,C-2,장시간 분할형,292,저소음,0,24.4,100.0,41.2,58.8,2.408,23.0,0.9328,0,2.316,36.5,86.8,38.5
S06930,C-2_U5,C-2,장시간 분할형,293,저소음,0,24.4,100.0,46.1,53.9,2.208,21.0,0.9385,0,2.338,24.4,58.8,42.0
S06931,C-2_U5,C-2,장시간 분할형,294,저소음,0,19.8,99.9,54.7,45.2,2.281,24.0,0.9787,0,2.304,24.4,53.9,40.5
S06932,C-2_U5,C-2,장시간 분할형,295,저소음,0,21.9,99.4,47.4,52.1,2.379,19.4,0.9457,0,2.328,19.8,45.2,39.0
S06933,C-2_U5,C-2,장시간 분할형,297,저소음,0,25.0,100.0,44.1,55.9,2.236,20.8,0.9455,0,2.331,21.9,52.1,41.5
S06934,C-2_U5,C-2,장시간 분할형,298,저소음,0,12.0,99.5,72.4,27.1,2.258,19.1,0.9237,0,2.302,25.0,55.9,41.75
S06935,C-2_U5,C-2,장시간 분할형,299,저소음,0,14.5,100.0,67.4,32.6,2.251,23.3,0.9177,0,2.272,12.0,27.1,41.0
S06936,C-2_U5,C-2,장시간 분할형,300,저소음,0,17.2,100.0,60.9,39.1,2.274,20.1,0.9279,0,2.281,14.5,32.6,40.75
S06937,C-2_U5,C-2,장시간 분할형,301,저소음,0,17.7,100.0,60.0,40.0,2.258,20.5,0.9113,0,2.28,17.2,39.1,41.25
S06938,C-2_U5,C-2,장시간 분할형,302,저소음,0,30.0,100.0,29.0,71.0,2.367,19.9,0.927,0,2.255,17.7,40.0,39.5
S06939,C-2_U5,C-2,장시간 분할형,303,저소음,0,22.4,100.0,47.4,52.6,2.349,21.3,0.9262,0,2.282,30.0,71.0,39.5
S06940,C-2_U5,C-2,장시간 분할형,304,저소음,0,28.5,99.9,31.4,68.5,2.404,21.0,0.927,0,2.3,22.4,52.6,38.75
S06941,C-2_U5,C-2,장시간 분할형,305,저소음,0,25.9,99.7,38.8,60.9,2.353,21.6,0.8943,0,2.33,28.5,68.5,39.5
S06942,C-2_U5,C-2,장시간 분할형,307,저소음,0,36.6,99.6,16.6,83.0,2.268,19.3,0.928,0,2.346,25.9,60.9,41.5
S06943,C-2_U5,C-2,장시간 분할형,308,저소음,0,29.3,99.8,31.7,68.2,2.326,19.0,0.9251,0,2.348,36.6,83.0,40.25
S06944,C-2_U5,C-2,장시간 분할형,309,저소음,0,19.5,99.8,56.4,43.4,2.226,21.3,0.9393,0,2.34,29.3,68.2,41.5
S06945,C-2_U5,C-2,장시간 분할형,310,저소음,0,30.0,100.0,32.9,67.1,2.238,18.7,0.9462,0,2.315,19.5,43.4,41.75
S06946,C-2_U5,C-2,장시간 분할형,311,저소음,0,17.7,100.0,58.0,42.0,2.372,17.8,0.9044,0,2.282,30.0,67.1,39.0
S06947,C-2_U5,C-2,장시간 분할형,312,저소음,0,24.9,99.8,40.1,59.7,2.398,20.1,0.9272,0,2.286,17.7,42.0,38.75
S06948,C-2_U5,C-2,장시간 분할형,314,저소음,0,26.9,99.4,34.3,65.0,2.417,21.4,0.9197,0,2.312,24.9,59.7,38.5
S06949,C-2_U5,C-2,장시간 분할형,315,저소음,0,23.9,99.7,42.4,57.3,2.397,15.7,0.9281,0,2.33,26.9,65.0,38.75
S06950,C-2_U5,C-2,장시간 분할형,316,저소음,0,36.4,100.0,11.8,88.2,2.423,18.0,0.9267,0,2.364,23.9,57.3,39.0
S06951,C-2_U5,C-2,장시간 분할형,317,저소음,0,22.7,99.8,46.6,53.2,2.345,18.9,0.9209,0,2.401,36.4,88.2,39.5
S06952,C-2_U5,C-2,장시간 분할형,319,저소음,0,17.2,100.0,60.1,39.9,2.32,20.8,0.9378,0,2.396,22.7,53.2,39.75
S06953,C-2_U5,C-2,장시간 분할형,320,저소음,0,16.2,99.6,60.5,39.1,2.415,18.0,0.9218,0,2.38,17.2,39.9,38.25
S06954,C-2_U5,C-2,장시간 분할형,321,저소음,0,11.5,100.0,73.8,26.2,2.276,19.6,0.9105,0,2.38,16.2,39.1,40.75
S06955,C-2_U5,C-2,장시간 분할형,323,저소음,0,19.5,100.0,55.2,44.8,2.296,15.3,0.9156,0,2.356,11.5,26.2,40.25
S06956,C-2_U5,C-2,장시간 분할형,324,저소음,0,35.1,99.8,13.8,86.0,2.45,14.8,0.9382,0,2.33,19.5,44.8,38.5
S06957,C-2_U5,C-2,장시간 분할형,325,저소음,0,23.3,100.0,44.6,55.4,2.377,17.6,0.9248,0,2.351,35.1,86.0,39.0
S06958,C-2_U5,C-2,장시간 분할형,326,저소음,0,14.9,100.0,65.1,34.9,2.343,19.3,0.936,0,2.363,23.3,55.4,39.5
S06959,C-2_U5,C-2,장시간 분할형,327,저소음,0,23.1,99.9,46.8,53.2,2.301,16.9,0.9295,0,2.348,14.9,34.9,40.5
S06960,C-2_U5,C-2,장시간 분할형,328,저소음,0,23.0,99.9,47.4,52.5,2.283,16.7,0.9401,0,2.353,23.1,53.2,40.75
S06961,C-2_U5,C-2,장시간 분할형,329,저소음,0,20.4,99.8,53.8,46.0,2.256,15.7,0.9241,0,2.351,23.0,52.5,41.25
S06962,C-2_U5,C-2,장시간 분할형,330,저소음,0,24.5,100.0,43.5,56.5,2.308,18.6,0.9199,0,2.312,20.4,46.0,40.25
S06963,C-2_U5,C-2,장시간 분할형,331,저소음,0,17.6,100.0,61.2,38.8,2.202,19.2,0.9208,0,2.298,24.5,56.5,42.25
S06964,C-2_U5,C-2,장시간 분할형,332,저소음,0,26.1,99.8,40.0,59.8,2.292,16.5,0.933,0,2.27,17.6,38.8,40.5
S06965,C-2_U5,C-2,장시간 분할형,333,저소음,0,20.1,99.4,53.9,45.5,2.265,20.1,0.9439,0,2.268,26.1,59.8,41.0
S06966,C-2_U5,C-2,장시간 분할형,334,저소음,0,38.3,99.8,4.6,95.2,2.486,16.5,0.9313,1,2.265,20.1,45.5,38.25
S06967,C-2_U5,C-2,장시간 분할형,335,저소음,0,25.9,99.7,35.4,64.3,2.482,15.8,0.9119,0,2.311,38.3,95.2,37.5
S06968,C-2_U5,C-2,장시간 분할형,336,저소음,0,20.5,100.0,51.4,48.6,2.372,17.5,0.8972,0,2.345,25.9,64.3,39.0
S06969,C-2_U5,C-2,장시간 분할형,337,저소음,0,20.3,100.0,53.7,46.3,2.283,17.5,0.9097,0,2.379,20.5,48.6,40.5
S06970,C-2_U5,C-2,장시간 분할형,338,저소음,0,22.7,100.0,49.4,50.6,2.231,18.2,0.9163,0,2.378,20.3,46.3,41.5
S06971,C-2_U5,C-2,장시간 분할형,339,저소음,0,15.5,100.0,64.0,36.0,2.321,14.0,0.9276,0,2.371,22.7,50.6,40.0
S06972,C-2_U5,C-2,장시간 분할형,340,저소음,0,19.6,100.0,54.8,45.2,2.307,13.1,0.9042,0,2.338,15.5,36.0,40.25
S06973,C-2_U5,C-2,장시간 분할형,341,저소음,0,24.5,99.8,43.2,56.6,2.309,15.6,0.9033,0,2.303,19.6,45.2,40.25
S06974,C-2_U5,C-2,장시간 분할형,342,저소음,0,26.9,100.0,38.2,61.8,2.297,18.5,0.9133,0,2.29,24.5,56.6,40.5
S06975,C-2_U5,C-2,장시간 분할형,343,저소음,0,18.5,99.9,57.3,42.6,2.303,18.8,0.9097,0,2.293,26.9,61.8,40.25
S06976,C-2_U5,C-2,장시간 분할형,344,저소음,0,17.6,100.0,59.1,40.9,2.326,15.1,0.9238,0,2.307,18.5,42.6,40.0
S06977,C-2_U5,C-2,장시간 분할형,345,저소음,0,26.0,99.9,35.9,64.0,2.46,16.0,0.9441,0,2.308,17.6,40.9,38.0
S06978,C-2_U5,C-2,장시간 분할형,346,저소음,0,30.1,100.0,26.3,73.6,2.446,15.5,0.9319,0,2.339,26.0,64.0,38.25
S06979,C-2_U5,C-2,장시간 분할형,347,저소음,0,20.8,100.0,47.4,52.6,2.529,15.0,0.9232,0,2.366,30.1,73.6,36.75
S06980,C-2_U5,C-2,장시간 분할형,348,저소음,0,33.5,100.0,19.8,80.2,2.393,14.9,0.935,0,2.413,20.8,52.6,39.25
S06981,C-2_U5,C-2,장시간 분할형,349,저소음,0,20.2,99.4,53.6,45.9,2.272,15.8,0.9025,0,2.431,33.5,80.2,40.75
S06982,C-2_U5,C-2,장시간 분할형,350,저소음,0,26.0,100.0,38.9,61.1,2.348,17.7,0.9156,0,2.42,20.2,45.9,39.5
S06983,C-2_U5,C-2,장시간 분할형,351,저소음,0,33.4,99.7,22.6,77.1,2.31,16.4,0.9233,0,2.398,26.0,61.1,40.75
S06984,C-2_U5,C-2,장시간 분할형,352,저소음,0,28.4,99.5,33.1,66.4,2.337,15.4,0.9047,0,2.37,33.4,77.1,40.0
S06985,C-2_U5,C-2,장시간 분할형,354,저소음,0,22.3,99.9,47.5,52.4,2.348,14.7,0.9078,0,2.332,28.4,66.4,39.5
S06986,C-2_U5,C-2,장시간 분할형,355,저소음,0,22.2,100.0,50.2,49.8,2.244,18.5,0.9027,0,2.323,22.3,52.4,41.25
S06987,C-2_U5,C-2,장시간 분할형,356,저소음,0,23.4,100.0,44.4,55.6,2.378,17.0,0.9366,0,2.317,22.2,49.8,39.0
S06988,C-2_U5,C-2,장시간 분할형,357,저소음,0,26.9,99.8,39.0,60.8,2.262,16.3,0.9384,0,2.323,23.4,55.6,41.0
S06989,C-2_U5,C-2,장시간 분할형,358,저소음,0,24.7,100.0,41.2,58.8,2.379,14.9,0.9042,0,2.314,26.9,60.8,39.0
S06990,C-2_U5,C-2,장시간 분할형,359,저소음,0,16.1,100.0,62.2,37.8,2.35,14.6,0.9077,0,2.322,24.7,58.8,39.5
S06991,C-2_U5,C-2,장시간 분할형,360,저소음,0,17.3,99.9,58.0,41.8,2.418,16.0,0.9392,0,2.323,16.1,37.8,38.25
S06992,C-2_U5,C-2,장시간 분할형,361,저소음,0,28.5,100.0,28.9,71.1,2.496,14.5,0.9455,0,2.357,17.3,41.8,37.5
S06993,C-2_U5,C-2,장시간 분할형,362,저소음,0,20.6,100.0,50.1,49.9,2.423,16.5,0.9086,0,2.381,28.5,71.1,38.25
S06994,C-2_U5,C-2,장시간 분할형,363,저소음,0,22.1,99.7,45.3,54.4,2.461,15.7,0.9308,0,2.413,20.6,49.9,37.75
S06995,C-2_U5,C-2,장시간 분할형,364,저소음,0,16.3,100.0,63.2,36.8,2.26,15.3,0.9264,0,2.43,22.1,54.4,41.0
S06997,C-2_U6,C-2,장시간 분할형,1,저소음,0,11.9,100.0,73.4,26.6,2.236,15.6,0.9991,0,2.176,26.8,58.3,41.5
S06998,C-2_U6,C-2,장시간 분할형,3,저소음,0,39.3,99.8,12.7,87.1,2.217,15.9,0.9872,0,2.206,11.9,26.6,42.75
S06999,C-2_U6,C-2,장시간 분할형,4,저소음,0,23.1,100.0,49.5,50.5,2.185,13.7,0.974,0,2.21,39.3,87.1,42.25
S07000,C-2_U6,C-2,장시간 분할형,5,저소음,0,14.5,99.9,67.2,32.7,2.253,13.8,0.9555,0,2.204,23.1,50.5,41.25
S07001,C-2_U6,C-2,장시간 분할형,6,저소음,0,38.1,100.0,16.2,83.8,2.201,15.4,0.9919,0,2.213,14.5,32.7,43.0
S07002,C-2_U6,C-2,장시간 분할형,7,저소음,0,25.2,100.0,44.5,55.5,2.201,14.2,0.9914,0,2.218,38.1,83.8,42.25
