model,name,user,day,amb,idle_before,soc_disp,soh_est,soh_true,dur,p_eco,p_std,p_turbo,nsw,k_design,k_true,mu_T,r_design,ft_design,T_pred,T_act,margin_pred,margin_act,aborted,soc_used
D-1,고빈도 다중세션형,D-1_U4,286,21.5,0,5.88,0.8949,0.894,0.0,0.0,0.446,0.554,2,1.25,1.304,20,5.0,1.0,0.16,0.0,-19.84,-20.0,1,0.88
D-1,고빈도 다중세션형,D-1_U4,287,26.6,0,99.84,0.89,0.8937,13.4,0.0,0.374,0.626,3,1.25,1.4,20,5.0,1.0,16.88,13.5,-3.12,-6.5,1,95.6
D-1,고빈도 다중세션형,D-1_U4,288,21.1,0,99.78,0.9052,0.8933,15.1,0.0,0.413,0.587,2,1.25,1.272,20,5.0,1.0,17.16,15.25,-2.84,-4.75,1,95.41
D-1,고빈도 다중세션형,D-1_U4,289,20.4,0,100.0,0.8867,0.893,14.2,0.0,0.463,0.537,1,1.25,1.4,20,5.0,1.0,16.85,14.25,-3.15,-5.75,1,95.46
D-1,고빈도 다중세션형,D-1_U4,290,20.3,0,100.0,0.876,0.8924,13.7,0.0,0.413,0.587,1,1.25,1.4,20,5.0,1.0,16.64,13.75,-3.36,-6.25,1,95.19
D-1,고빈도 다중세션형,D-1_U4,291,19.7,0,99.93,0.9225,0.8921,14.5,0.0,0.381,0.619,1,1.25,1.293,20,5.0,1.0,17.51,14.75,-2.49,-5.25,1,94.96
D-1,고빈도 다중세션형,D-1_U4,292,22.6,0,99.87,0.9025,0.8918,14.0,0.0,0.375,0.625,3,1.25,1.337,20,5.0,1.0,17.12,14.0,-2.88,-6.0,1,95.56
D-1,고빈도 다중세션형,D-1_U4,293,23.3,0,99.54,0.8926,0.8915,15.0,0.0,0.443,0.557,1,1.25,1.302,20,5.0,1.0,16.88,15.0,-3.12,-5.0,1,95.18
D-1,고빈도 다중세션형,D-1_U4,295,20.5,1,100.0,0.8922,0.8911,15.1,0.0,0.445,0.555,0,1.25,1.276,20,5.0,1.0,16.95,15.5,-3.05,-4.5,0,93.52
D-1,고빈도 다중세션형,D-1_U4,296,21.4,0,99.85,0.9125,0.8908,15.6,0.0,0.372,0.628,3,1.25,1.191,20,5.0,1.0,17.31,15.75,-2.69,-4.25,1,95.03
D-1,고빈도 다중세션형,D-1_U4,297,19.2,0,99.91,0.8837,0.8905,15.1,0.0,0.445,0.555,0,1.25,1.299,20,5.0,1.0,16.77,15.25,-3.23,-4.75,1,95.38
D-1,고빈도 다중세션형,D-1_U4,298,19.9,0,100.0,0.9051,0.8902,14.9,0.0,0.389,0.611,2,1.25,1.266,20,5.0,1.0,17.2,15.0,-2.8,-5.0,1,95.48
D-1,고빈도 다중세션형,D-1_U4,299,21.5,0,88.05,0.9206,0.8899,11.5,0.0,0.373,0.627,0,1.25,1.4,20,5.0,1.0,15.29,11.5,-4.71,-8.5,1,82.84
D-1,고빈도 다중세션형,D-1_U4,300,18.7,0,99.97,0.908,0.8896,13.3,0.0,0.363,0.637,0,1.25,1.4,20,5.0,1.0,17.25,13.25,-2.75,-6.75,1,95.57
D-1,고빈도 다중세션형,D-1_U4,301,23.4,0,100.0,0.885,0.8893,15.5,0.0,0.448,0.552,2,1.25,1.26,20,5.0,1.0,16.81,15.5,-3.19,-4.5,1,95.25
D-1,고빈도 다중세션형,D-1_U4,302,20.8,0,4.91,0.8617,0.8889,0.0,0.0,0.336,0.664,3,1.25,1.4,20,5.0,1.0,-0.01,0.0,-20.01,-20.0,1,1.02
D-1,고빈도 다중세션형,D-1_U4,303,19.2,0,100.0,0.8806,0.8886,16.2,0.0,0.46,0.54,2,1.25,1.218,20,5.0,1.0,16.73,16.25,-3.27,-3.75,1,95.52
D-1,고빈도 다중세션형,D-1_U4,304,16.9,0,100.0,0.9084,0.8883,14.7,0.0,0.357,0.643,0,1.25,1.253,20,5.0,1.0,17.26,14.75,-2.74,-5.25,1,95.71
D-1,고빈도 다중세션형,D-1_U4,305,20.9,0,100.0,0.8732,0.888,15.4,0.0,0.412,0.588,5,1.25,1.235,20,5.0,1.0,16.59,15.5,-3.41,-4.5,1,95.55
D-1,고빈도 다중세션형,D-1_U4,306,21.1,0,99.56,0.8919,0.8877,15.3,0.0,0.46,0.54,2,1.25,1.287,20,5.0,1.0,16.87,15.25,-3.13,-4.75,1,95.43
D-1,고빈도 다중세션형,D-1_U4,307,19.9,0,99.87,0.8802,0.8873,15.0,0.0,0.4,0.6,1,1.25,1.259,20,5.0,1.0,16.7,15.25,-3.3,-4.75,1,95.07
D-1,고빈도 다중세션형,D-1_U4,308,20.0,0,99.99,0.8853,0.887,15.0,0.0,0.397,0.603,0,1.25,1.263,20,5.0,1.0,16.82,15.0,-3.18,-5.0,1,95.47
D-1,고빈도 다중세션형,D-1_U4,309,19.8,0,99.7,0.866,0.8867,15.4,0.0,0.461,0.539,1,1.25,1.279,20,5.0,1.0,16.4,15.5,-3.6,-4.5,1,95.36
D-1,고빈도 다중세션형,D-1_U4,310,21.1,0,99.87,0.8823,0.8864,15.3,0.0,0.412,0.588,0,1.25,1.243,20,5.0,1.0,16.74,15.5,-3.26,-4.5,1,94.95
D-1,고빈도 다중세션형,D-1_U4,311,18.2,0,99.94,0.8938,0.8861,13.6,0.0,0.266,0.734,0,1.25,1.286,20,5.0,1.0,16.97,13.75,-3.03,-6.25,1,95.57
D-1,고빈도 다중세션형,D-1_U4,312,18.7,0,100.0,0.8916,0.8856,14.3,0.0,0.366,0.634,3,1.25,1.286,20,5.0,1.0,16.94,14.5,-3.06,-5.5,1,95.03
D-1,고빈도 다중세션형,D-1_U4,314,20.6,1,99.85,0.8714,0.885,13.5,0.0,0.372,0.628,1,1.25,1.319,20,5.0,1.0,16.53,14.25,-3.47,-5.75,0,91.08
D-1,고빈도 다중세션형,D-1_U4,315,20.1,0,99.88,0.8677,0.8847,13.3,0.0,0.381,0.619,2,1.25,1.4,20,5.0,1.0,16.47,13.5,-3.53,-6.5,1,95.27
D-1,고빈도 다중세션형,D-1_U4,316,19.8,0,100.0,0.8891,0.8844,16.3,0.0,0.488,0.512,4,1.25,1.223,20,5.0,1.0,16.89,16.25,-3.11,-3.75,1,95.5
D-1,고빈도 다중세션형,D-1_U4,317,19.1,0,100.0,0.8855,0.8841,14.6,0.0,0.374,0.626,5,1.25,1.264,20,5.0,1.0,16.83,14.75,-3.17,-5.25,1,95.32
D-1,고빈도 다중세션형,D-1_U4,318,21.3,0,99.68,0.8947,0.8838,14.1,0.0,0.364,0.636,3,1.25,1.3,20,5.0,1.0,16.94,14.25,-3.06,-5.75,1,95.06
D-1,고빈도 다중세션형,D-1_U4,319,22.1,0,99.69,0.898,0.8835,14.4,0.0,0.38,0.62,2,1.25,1.295,20,5.0,1.0,17.01,14.5,-2.99,-5.5,1,95.6
D-1,고빈도 다중세션형,D-1_U4,320,18.6,0,100.0,0.9035,0.8831,13.5,0.0,0.4,0.6,0,1.25,1.4,20,5.0,1.0,17.17,13.5,-2.83,-6.5,1,95.43
D-1,고빈도 다중세션형,D-1_U4,321,18.2,0,81.38,0.8979,0.8829,11.1,0.0,0.412,0.588,3,1.25,1.341,20,5.0,1.0,13.72,11.25,-6.28,-8.75,1,76.08
D-1,고빈도 다중세션형,D-1_U4,322,18.3,0,100.0,0.8809,0.8826,13.8,0.0,0.439,0.561,0,1.25,1.4,20,5.0,1.0,16.74,14.0,-3.26,-6.0,1,95.21
D-1,고빈도 다중세션형,D-1_U4,323,19.0,0,87.57,0.8604,0.8823,13.0,0.0,0.463,0.537,2,1.25,1.309,20,5.0,1.0,14.21,13.0,-5.79,-7.0,1,83.59
D-1,고빈도 다중세션형,D-1_U4,324,19.2,0,99.83,0.8882,0.882,13.9,0.0,0.363,0.637,1,1.25,1.325,20,5.0,1.0,16.85,14.0,-3.15,-6.0,1,95.46
D-1,고빈도 다중세션형,D-1_U4,325,15.6,0,99.69,0.8879,0.8817,15.1,0.0,0.399,0.601,0,1.25,1.224,20,5.0,1.0,16.81,15.25,-3.19,-4.75,1,95.04
D-1,고빈도 다중세션형,D-1_U4,326,20.7,0,100.0,0.9083,0.8814,14.7,0.0,0.33,0.67,1,1.25,1.222,20,5.0,1.0,17.26,14.75,-2.74,-5.25,1,95.08
D-1,고빈도 다중세션형,D-1_U4,328,16.5,1,99.59,0.8782,0.8808,13.7,0.0,0.445,0.555,1,1.25,1.4,20,5.0,1.0,16.61,13.75,-3.39,-6.25,1,95.42
D-1,고빈도 다중세션형,D-1_U4,329,16.6,0,100.0,0.9289,0.8805,13.3,0.0,0.397,0.603,2,1.25,1.392,20,5.0,1.0,17.65,13.5,-2.35,-6.5,1,95.11
D-1,고빈도 다중세션형,D-1_U4,330,18.0,0,99.46,0.8793,0.8803,11.0,0.0,0.466,0.534,0,1.25,1.264,20,5.0,1.0,16.61,15.5,-3.39,-4.5,0,65.99
D-1,고빈도 다중세션형,D-1_U4,331,15.8,0,99.7,0.8687,0.88,13.0,0.0,0.375,0.625,2,1.25,1.4,20,5.0,1.0,16.45,13.0,-3.55,-7.0,1,95.4
D-1,고빈도 다중세션형,D-1_U4,332,18.4,0,100.0,0.8734,0.8796,12.3,0.0,0.298,0.702,1,1.25,1.268,20,5.0,1.0,16.59,14.0,-3.41,-6.0,0,83.45
D-1,고빈도 다중세션형,D-1_U4,333,13.4,0,100.0,0.8546,0.8793,13.7,0.0,0.361,0.639,2,1.25,1.292,20,5.0,1.0,16.24,13.75,-3.76,-6.25,1,95.23
D-1,고빈도 다중세션형,D-1_U4,334,16.9,0,82.09,0.8729,0.8791,10.4,0.0,0.366,0.634,0,1.25,1.399,20,5.0,1.0,13.46,10.5,-6.54,-9.5,1,77.05
D-1,고빈도 다중세션형,D-1_U4,336,18.7,1,99.77,0.9045,0.8787,14.5,0.0,0.346,0.654,2,1.25,1.244,20,5.0,1.0,17.14,14.5,-2.86,-5.5,1,94.94
D-1,고빈도 다중세션형,D-1_U4,337,17.5,0,100.0,0.9014,0.8784,13.9,0.0,0.468,0.532,1,1.25,1.4,20,5.0,1.0,17.13,14.0,-2.87,-6.0,1,95.0
D-1,고빈도 다중세션형,D-1_U4,338,16.6,0,99.79,0.8508,0.8781,14.3,0.0,0.358,0.642,2,1.25,1.265,20,5.0,1.0,16.13,14.25,-3.87,-5.75,1,95.55
D-1,고빈도 다중세션형,D-1_U4,339,15.5,0,100.0,0.8764,0.8778,13.0,0.0,0.387,0.613,1,1.25,1.4,20,5.0,1.0,16.65,13.25,-3.35,-6.75,1,94.96
D-1,고빈도 다중세션형,D-1_U4,340,13.9,0,99.82,0.8796,0.8775,14.5,0.0,0.432,0.568,0,1.25,1.283,20,5.0,1.0,16.68,14.5,-3.32,-5.5,1,95.34
D-1,고빈도 다중세션형,D-1_U4,341,13.3,0,99.96,0.8626,0.8772,12.8,0.0,0.388,0.612,3,1.25,1.4,20,5.0,1.0,16.38,13.0,-3.62,-7.0,1,95.28
D-1,고빈도 다중세션형,D-1_U4,342,14.6,0,99.74,0.8863,0.8769,14.6,0.0,0.411,0.589,2,1.25,1.256,20,5.0,1.0,16.79,14.75,-3.21,-5.25,1,95.08
D-1,고빈도 다중세션형,D-1_U4,343,16.0,0,99.89,0.8777,0.8765,14.2,0.0,0.329,0.671,0,1.25,1.249,20,5.0,1.0,16.66,14.25,-3.34,-5.75,1,95.63
D-1,고빈도 다중세션형,D-1_U4,344,16.6,0,4.6,0.8772,0.8763,0.0,0.0,0.303,0.697,0,1.25,1.276,20,5.0,1.0,-0.07,0.0,-20.07,-20.0,1,0.63
D-1,고빈도 다중세션형,D-1_U4,345,18.6,0,99.02,0.8937,0.876,14.9,0.0,0.359,0.641,0,1.25,1.224,20,5.0,1.0,16.8,15.0,-3.2,-5.0,1,95.25
D-1,고빈도 다중세션형,D-1_U4,347,13.0,1,99.96,0.8589,0.8756,13.5,0.0,0.469,0.531,0,1.25,1.4,20,5.0,1.0,16.31,13.5,-3.69,-6.5,1,95.27
D-1,고빈도 다중세션형,D-1_U4,348,15.3,0,100.0,0.8619,0.8753,13.8,0.0,0.331,0.669,2,1.25,1.274,20,5.0,1.0,16.38,13.75,-3.62,-6.25,1,95.6
D-1,고빈도 다중세션형,D-1_U4,349,17.6,0,99.69,0.8777,0.875,14.7,0.0,0.349,0.651,0,1.25,1.231,20,5.0,1.0,16.62,14.75,-3.38,-5.25,1,95.54
D-1,고빈도 다중세션형,D-1_U4,350,17.3,0,99.9,0.8978,0.8747,15.0,0.0,0.445,0.555,4,1.25,1.266,20,5.0,1.0,17.04,15.0,-2.96,-5.0,1,95.14
D-1,고빈도 다중세션형,D-1_U4,351,17.6,0,100.0,0.8874,0.8744,14.7,0.0,0.426,0.574,3,1.25,1.284,20,5.0,1.0,16.86,14.75,-3.14,-5.25,1,95.35
D-1,고빈도 다중세션형,D-1_U4,352,18.6,0,5.18,0.8825,0.8742,0.0,0.0,0.396,0.604,2,1.25,1.267,20,5.0,1.0,0.03,0.0,-19.97,-20.0,1,0.9
D-1,고빈도 다중세션형,D-1_U4,353,16.4,0,99.93,0.882,0.8737,13.0,0.0,0.362,0.638,0,1.25,1.386,20,5.0,1.0,16.75,13.0,-3.25,-7.0,1,95.23
D-1,고빈도 다중세션형,D-1_U4,354,16.2,0,99.7,0.8747,0.8734,14.8,0.0,0.393,0.607,0,1.25,1.24,20,5.0,1.0,16.57,15.0,-3.43,-5.0,1,95.3
D-1,고빈도 다중세션형,D-1_U4,356,16.5,1,82.59,0.8925,0.8731,10.5,0.0,0.383,0.617,3,1.25,1.389,20,5.0,1.0,13.85,10.5,-6.15,-9.5,1,77.57
D-1,고빈도 다중세션형,D-1_U4,357,14.9,0,99.96,0.876,0.8726,13.7,0.0,0.476,0.524,2,1.25,1.4,20,5.0,1.0,16.64,13.75,-3.36,-6.25,1,95.68
D-1,고빈도 다중세션형,D-1_U4,358,17.1,0,5.32,0.8706,0.8724,0.0,0.0,0.406,0.594,2,1.25,1.254,20,5.0,1.0,0.06,0.0,-19.94,-20.0,1,0.91
D-1,고빈도 다중세션형,D-1_U4,359,14.8,0,99.65,0.8788,0.8721,13.6,0.0,0.322,0.678,6,1.25,1.264,20,5.0,1.0,16.64,13.75,-3.36,-6.25,1,95.2
D-1,고빈도 다중세션형,D-1_U4,360,14.7,0,82.34,0.8579,0.8719,10.3,0.0,0.366,0.634,4,1.25,1.4,20,5.0,1.0,13.27,10.5,-6.73,-9.5,1,78.6
D-1,고빈도 다중세션형,D-1_U4,361,17.0,0,81.04,0.8549,0.8716,11.4,0.0,0.382,0.618,4,1.25,1.266,20,5.0,1.0,13.0,11.5,-7.0,-8.5,1,76.8
D-1,고빈도 다중세션형,D-1_U4,362,13.4,0,5.13,0.893,0.8714,0.0,0.0,0.41,0.59,4,1.25,1.26,20,5.0,1.0,0.02,0.0,-19.98,-20.0,1,1.18
D-1,고빈도 다중세션형,D-1_U4,363,15.0,0,92.27,0.8961,0.8712,14.0,0.0,0.462,0.538,0,1.25,1.21,20,5.0,1.0,15.64,14.25,-4.36,-5.75,1,85.64
D-1,고빈도 다중세션형,D-1_U5,0,15.5,0,100.0,0.9957,0.9896,13.9,0.0,0.299,0.701,2,1.25,1.4,20,5.0,1.0,18.92,14.0,-1.08,-6.0,1,95.15
D-1,고빈도 다중세션형,D-1_U5,1,16.1,0,99.58,0.9788,0.9893,14.6,0.0,0.357,0.643,2,1.25,1.389,20,5.0,1.0,18.52,14.75,-1.48,-5.25,1,95.33
D-1,고빈도 다중세션형,D-1_U5,2,16.4,0,100.0,0.977,0.989,15.1,0.0,0.415,0.585,2,1.25,1.4,20,5.0,1.0,18.56,15.25,-1.44,-4.75,1,95.67
D-1,고빈도 다중세션형,D-1_U5,3,12.5,0,100.0,0.9661,0.9888,10.8,0.0,0.365,0.635,2,1.25,1.256,20,5.0,1.0,18.36,16.0,-1.64,-4.0,0,63.55
D-1,고빈도 다중세션형,D-1_U5,4,17.7,0,100.0,1.0,0.9885,14.6,0.0,0.352,0.648,2,1.25,1.4,20,5.0,1.0,19.0,14.75,-1.0,-5.25,1,95.4
D-1,고빈도 다중세션형,D-1_U5,5,15.9,0,89.97,0.9934,0.9882,13.6,0.0,0.445,0.555,2,1.25,1.388,20,5.0,1.0,16.88,13.75,-3.12,-6.25,1,84.79
D-1,고빈도 다중세션형,D-1_U5,6,19.7,0,99.9,0.9694,0.9879,14.9,0.0,0.39,0.61,3,1.25,1.4,20,5.0,1.0,18.4,15.0,-1.6,-5.0,1,95.06
D-1,고빈도 다중세션형,D-1_U5,7,15.7,0,4.76,1.0,0.9876,0.0,0.0,0.34,0.66,0,1.25,1.25,20,5.0,1.0,-0.05,0.0,-20.05,-20.0,1,0.56
D-1,고빈도 다중세션형,D-1_U5,9,15.8,1,99.92,1.0,0.9873,14.9,0.0,0.435,0.565,1,1.25,1.233,20,5.0,1.0,18.98,17.25,-1.02,-2.75,0,81.54
D-1,고빈도 다중세션형,D-1_U5,10,16.8,0,100.0,0.9685,0.987,15.0,0.0,0.414,0.586,2,1.25,1.4,20,5.0,1.0,18.4,15.0,-1.6,-5.0,1,95.04
D-1,고빈도 다중세션형,D-1_U5,11,16.2,0,90.95,0.984,0.9868,14.9,0.0,0.358,0.642,3,1.25,1.215,20,5.0,1.0,16.92,15.0,-3.08,-5.0,1,85.91
D-1,고빈도 다중세션형,D-1_U5,12,14.9,0,99.89,0.9914,0.9865,16.5,0.0,0.436,0.564,1,1.25,1.275,20,5.0,1.0,18.81,16.75,-1.19,-3.25,1,94.97
D-1,고빈도 다중세션형,D-1_U5,13,15.1,0,100.0,1.0,0.9862,12.1,0.0,0.346,0.654,0,1.25,1.246,20,5.0,1.0,19.0,16.25,-1.0,-3.75,0,70.46
D-1,고빈도 다중세션형,D-1_U5,14,13.8,0,80.87,0.9751,0.986,12.1,0.0,0.341,0.659,2,1.25,1.271,20,5.0,1.0,14.8,12.25,-5.2,-7.75,1,75.63
D-1,고빈도 다중세션형,D-1_U5,15,16.9,0,87.6,0.9835,0.9858,14.4,0.0,0.428,0.572,1,1.25,1.262,20,5.0,1.0,16.25,14.5,-3.75,-5.5,1,82.2
D-1,고빈도 다중세션형,D-1_U5,16,15.9,0,100.0,1.0,0.9855,16.1,0.0,0.354,0.646,2,1.25,1.249,20,5.0,1.0,19.0,16.25,-1.0,-3.75,1,95.24
D-1,고빈도 다중세션형,D-1_U5,17,15.6,0,100.0,1.0,0.9852,16.3,0.0,0.429,0.571,3,1.25,1.283,20,5.0,1.0,19.0,16.5,-1.0,-3.5,0,94.8
D-1,고빈도 다중세션형,D-1_U5,19,13.2,1,86.68,0.9972,0.9849,12.9,0.0,0.371,0.629,3,1.25,1.325,20,5.0,1.0,16.29,13.0,-3.71,-7.0,1,82.53
D-1,고빈도 다중세션형,D-1_U5,20,14.6,0,85.06,0.9673,0.9846,12.9,0.0,0.465,0.535,1,1.25,1.391,20,5.0,1.0,15.49,13.0,-4.51,-7.0,1,80.7
D-1,고빈도 다중세션형,D-1_U5,21,15.1,0,99.73,0.9878,0.9843,15.8,0.0,0.38,0.62,4,1.25,1.284,20,5.0,1.0,18.72,15.75,-1.28,-4.25,1,95.42
D-1,고빈도 다중세션형,D-1_U5,22,16.6,0,99.64,1.0,0.9839,16.4,0.0,0.431,0.569,4,1.25,1.292,20,5.0,1.0,18.93,16.5,-1.07,-3.5,1,95.52
D-1,고빈도 다중세션형,D-1_U5,23,15.3,0,100.0,0.9743,0.9836,16.4,0.0,0.386,0.614,1,1.25,1.242,20,5.0,1.0,18.51,16.5,-1.49,-3.5,1,94.96
D-1,고빈도 다중세션형,D-1_U5,24,16.9,0,100.0,0.9891,0.9833,16.7,0.0,0.418,0.582,0,1.25,1.266,20,5.0,1.0,18.79,16.75,-1.21,-3.25,1,95.51
D-1,고빈도 다중세션형,D-1_U5,25,14.1,0,3.91,1.0,0.9831,0.0,0.0,0.377,0.623,2,1.25,1.248,20,5.0,1.0,-0.22,0.0,-20.22,-20.0,1,0.8
D-1,고빈도 다중세션형,D-1_U5,26,17.4,0,99.88,1.0,0.9828,16.0,0.0,0.323,0.677,0,1.25,1.244,20,5.0,1.0,18.98,16.0,-1.02,-4.0,1,95.03
D-1,고빈도 다중세션형,D-1_U5,27,16.1,0,100.0,0.9659,0.9825,16.7,0.0,0.435,0.565,1,1.25,1.265,20,5.0,1.0,18.35,16.75,-1.65,-3.25,1,95.02
D-1,고빈도 다중세션형,D-1_U5,28,12.8,0,99.62,0.9828,0.9822,15.9,0.0,0.389,0.611,2,1.25,1.264,20,5.0,1.0,18.6,16.0,-1.4,-4.0,1,95.47
D-1,고빈도 다중세션형,D-1_U5,29,14.2,0,99.81,0.9975,0.9819,17.7,0.0,0.504,0.496,4,1.25,1.231,20,5.0,1.0,18.92,17.75,-1.08,-2.25,1,95.31
D-1,고빈도 다중세션형,D-1_U5,30,16.8,0,100.0,0.9719,0.9816,15.5,0.0,0.405,0.595,0,1.25,1.224,20,5.0,1.0,18.47,17.25,-1.53,-2.75,0,85.91
D-1,고빈도 다중세션형,D-1_U5,31,17.6,0,99.59,0.9905,0.9813,15.3,0.0,0.257,0.743,1,1.25,1.25,20,5.0,1.0,18.74,15.5,-1.26,-4.5,1,95.11
D-1,고빈도 다중세션형,D-1_U5,32,16.1,0,88.69,0.9912,0.9811,13.8,0.0,0.33,0.67,1,1.25,1.256,20,5.0,1.0,16.59,14.0,-3.41,-6.0,1,84.13
D-1,고빈도 다중세션형,D-1_U5,33,15.5,0,100.0,1.0,0.9808,14.4,0.0,0.376,0.624,3,1.25,1.4,20,5.0,1.0,19.0,14.5,-1.0,-5.5,1,95.04
D-1,고빈도 다중세션형,D-1_U5,34,14.4,0,99.93,0.9731,0.9805,15.3,0.0,0.502,0.498,2,1.25,1.256,20,5.0,1.0,18.48,17.5,-1.52,-2.5,0,83.09
D-1,고빈도 다중세션형,D-1_U5,35,19.0,0,100.0,0.969,0.9803,17.1,0.0,0.417,0.583,3,1.25,1.231,20,5.0,1.0,18.41,17.25,-1.59,-2.75,1,95.01
D-1,고빈도 다중세션형,D-1_U5,36,15.4,0,100.0,0.9939,0.98,14.9,0.0,0.428,0.572,4,1.25,1.4,20,5.0,1.0,18.88,15.0,-1.12,-5.0,1,95.4
D-1,고빈도 다중세션형,D-1_U5,37,18.8,0,100.0,0.9688,0.9797,16.3,0.0,0.393,0.607,2,1.25,1.276,20,5.0,1.0,18.41,16.5,-1.59,-3.5,1,95.29
D-1,고빈도 다중세션형,D-1_U5,38,13.3,0,100.0,0.9916,0.9792,14.5,0.0,0.401,0.599,0,1.25,1.4,20,5.0,1.0,18.84,14.5,-1.16,-5.5,1,95.36
D-1,고빈도 다중세션형,D-1_U5,39,14.3,0,100.0,1.0,0.9789,14.2,0.0,0.357,0.643,1,1.25,1.4,20,5.0,1.0,19.0,14.25,-1.0,-5.75,1,95.52
D-1,고빈도 다중세션형,D-1_U5,40,18.3,0,100.0,0.9805,0.9787,10.1,0.0,0.377,0.623,3,1.25,1.288,20,5.0,1.0,18.63,16.0,-1.37,-4.0,0,58.89
D-1,고빈도 다중세션형,D-1_U5,41,12.1,0,41.2,0.9767,0.9786,5.6,0.0,0.442,0.558,4,1.25,1.299,20,5.0,1.0,7.07,5.75,-12.93,-14.25,1,36.21
D-1,고빈도 다중세션형,D-1_U5,42,17.4,0,99.86,0.9633,0.9784,10.1,0.0,0.387,0.613,0,1.25,1.301,20,5.0,1.0,18.28,16.0,-1.72,-4.0,0,58.96
D-1,고빈도 다중세션형,D-1_U5,44,15.0,1,82.11,0.9862,0.9781,12.8,0.0,0.429,0.571,2,1.25,1.307,20,5.0,1.0,15.21,13.0,-4.79,-7.0,1,77.66
D-1,고빈도 다중세션형,D-1_U5,45,15.8,0,99.79,0.9845,0.9778,16.3,0.0,0.461,0.539,0,1.25,1.316,20,5.0,1.0,18.66,16.25,-1.34,-3.75,1,95.4
D-1,고빈도 다중세션형,D-1_U5,46,17.4,0,4.86,0.9861,0.9776,0.0,0.0,0.393,0.607,2,1.25,1.279,20,5.0,1.0,-0.03,0.0,-20.03,-20.0,1,0.81
D-1,고빈도 다중세션형,D-1_U5,47,13.5,0,100.0,0.9834,0.9773,14.5,0.0,0.404,0.596,1,1.25,1.4,20,5.0,1.0,18.69,14.5,-1.31,-5.5,1,95.42
D-1,고빈도 다중세션형,D-1_U5,48,16.3,0,99.85,0.986,0.977,16.5,0.0,0.363,0.637,0,1.25,1.226,20,5.0,1.0,18.7,16.5,-1.3,-3.5,1,95.63
D-1,고빈도 다중세션형,D-1_U5,49,15.1,0,99.83,0.9981,0.9767,15.8,0.0,0.339,0.661,1,1.25,1.242,20,5.0,1.0,18.93,16.0,-1.07,-4.0,1,95.04
D-1,고빈도 다중세션형,D-1_U5,50,15.0,0,99.96,0.9682,0.9764,15.3,0.0,0.339,0.661,4,1.25,1.283,20,5.0,1.0,18.39,15.25,-1.61,-4.75,1,95.57
D-1,고빈도 다중세션형,D-1_U5,51,16.2,0,99.73,0.9867,0.9761,15.5,0.0,0.34,0.66,0,1.25,1.284,20,5.0,1.0,18.69,15.5,-1.31,-4.5,1,95.55
D-1,고빈도 다중세션형,D-1_U5,52,18.4,0,99.52,1.0,0.9758,14.2,0.0,0.324,0.676,0,1.25,1.4,20,5.0,1.0,18.9,14.25,-1.1,-5.75,1,95.15
D-1,고빈도 다중세션형,D-1_U5,53,16.1,0,99.82,0.9576,0.9755,17.0,0.0,0.473,0.527,0,1.25,1.268,20,5.0,1.0,18.16,17.0,-1.84,-3.0,1,95.13
D-1,고빈도 다중세션형,D-1_U5,54,15.7,0,99.86,1.0,0.9752,15.6,0.0,0.399,0.601,1,1.25,1.311,20,5.0,1.0,18.97,15.75,-1.03,-4.25,1,95.12
D-1,고빈도 다중세션형,D-1_U5,55,16.1,0,100.0,0.982,0.9748,16.5,0.0,0.387,0.613,3,1.25,1.231,20,5.0,1.0,18.66,16.5,-1.34,-3.5,1,95.24
D-1,고빈도 다중세션형,D-1_U5,56,19.1,0,100.0,0.9988,0.9745,15.3,0.0,0.284,0.716,2,1.25,1.261,20,5.0,1.0,18.98,15.5,-1.02,-4.5,1,94.94
D-1,고빈도 다중세션형,D-1_U5,57,17.7,0,99.58,0.9904,0.9742,15.2,0.0,0.444,0.556,2,1.25,1.4,20,5.0,1.0,18.73,15.25,-1.27,-4.75,1,95.06
D-1,고빈도 다중세션형,D-1_U5,58,15.3,0,100.0,0.9712,0.9739,16.8,0.0,0.417,0.583,1,1.25,1.227,20,5.0,1.0,18.45,17.0,-1.55,-3.0,1,95.2
D-1,고빈도 다중세션형,D-1_U5,59,17.8,0,100.0,0.9742,0.9736,14.5,0.0,0.366,0.634,1,1.25,1.4,20,5.0,1.0,18.51,14.5,-1.49,-5.5,1,95.21
D-1,고빈도 다중세션형,D-1_U5,60,16.1,0,87.54,0.9638,0.9733,14.8,0.0,0.429,0.571,1,1.25,1.203,20,5.0,1.0,15.91,15.0,-4.09,-5.0,1,81.98
D-1,고빈도 다중세션형,D-1_U5,61,17.3,0,99.53,0.9668,0.973,15.9,0.0,0.522,0.478,3,1.25,1.4,20,5.0,1.0,18.28,16.0,-1.72,-4.0,1,94.93
D-1,고빈도 다중세션형,D-1_U5,62,18.8,0,84.67,0.984,0.9728,13.3,0.0,0.363,0.637,1,1.25,1.267,20,5.0,1.0,15.68,13.5,-4.32,-6.5,1,80.07
D-1,고빈도 다중세션형,D-1_U5,63,18.2,0,100.0,0.985,0.9724,16.9,0.0,0.448,0.552,1,1.25,1.271,20,5.0,1.0,18.71,17.0,-1.29,-3.0,1,95.59
